"no","fileName","filePath","institution","institutionKind","type","reason","lastWriteTime","fileSize"
"45","학교법인+배화학원+및+배화여자대학교+회계부분감사+처분서_홈페이지.pdf","C:\antigravity\audit_files\학교법인+배화학원+및+배화여자대학교+회계부분감사+처분서_홈페이지.pdf","배화여자대학교","학교법인","회계부분감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:38:22.256Z","481381"
"46","학교법인+백석대학교,+백석대학교+및+백석문화대학교+종합감사+결과+처분서.pdf","C:\antigravity\audit_files\학교법인+백석대학교,+백석대학교+및+백석문화대학교+종합감사+결과+처분서.pdf","백석문화대학교","학교법인","종합감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:40:13.477Z","1571142"
"47","학교법인+백석대학교+및+백석대학교+회계부분감사+결과.pdf","C:\antigravity\audit_files\학교법인+백석대학교+및+백석대학교+회계부분감사+결과.pdf","백석대학교","학교법인","회계부분감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:51:56.109Z","153437"
"48","학교법인+백암학원+및+백제예술대학교+종합감사+결과.pdf","C:\antigravity\audit_files\학교법인+백암학원+및+백제예술대학교+종합감사+결과.pdf","백제예술대학교","학교법인","종합감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:47:50.833Z","391436"
"49","학교법인+삼육학원+및+삼육보건대학교+회계부분감사+결과.pdf","C:\antigravity\audit_files\학교법인+삼육학원+및+삼육보건대학교+회계부분감사+결과.pdf","삼육보건대학교","학교법인","회계부분감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:43:52.096Z","190455"
"50","학교법인+서강대학교+및+서강대학교+종합감사+결과+전문+공개(홈페이지).pdf","C:\antigravity\audit_files\학교법인+서강대학교+및+서강대학교+종합감사+결과+전문+공개(홈페이지).pdf","서강대학교","학교법인","종합감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:41:21.546Z","1752014"
"51","학교법인+서울백석학원+및+백석예술대학교+종합감사결과+처분서.pdf","C:\antigravity\audit_files\학교법인+서울백석학원+및+백석예술대학교+종합감사결과+처분서.pdf","백석예술대학교","학교법인","종합감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:40:08.928Z","894703"
"52","학교법인+성균관대학+및+성균관대학교+재무감사+결과+보고서(공개본)_★.pdf","C:\antigravity\audit_files\학교법인+성균관대학+및+성균관대학교+재무감사+결과+보고서(공개본)_★.pdf","성균관대학교","학교법인","재무감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:34:24.120Z","1291688"
"53","학교법인+성모학원+및+부산가톨릭대학교+회계부분+감사+결과.pdf","C:\antigravity\audit_files\학교법인+성모학원+및+부산가톨릭대학교+회계부분+감사+결과.pdf","부산가톨릭대학교","학교법인","회계부분감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-23T04:44:38.117Z","158544"
"54","학교법인+성신학원+및+성신여자대학교+회계부분감사+결과.pdf","C:\antigravity\audit_files\학교법인+성신학원+및+성신여자대학교+회계부분감사+결과.pdf","성신여자대학교","학교법인","회계부분감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-23T04:44:29.077Z","172991"
"55","학교법인+성심학원+및+영산대학교+종합감사+결과.pdf","C:\antigravity\audit_files\학교법인+성심학원+및+영산대학교+종합감사+결과.pdf","영산대학교","학교법인","종합감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:37:56.557Z","1334484"
"56","학교법인+성암학원+및+남서울대학교+종합감사+결과.pdf","C:\antigravity\audit_files\학교법인+성암학원+및+남서울대학교+종합감사+결과.pdf","남서울대학교","학교법인","종합감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-23T04:44:02.797Z","352379"
"57","학교법인+성지학원+및+부산외국어대학교+종합감사+결과+공개(홈페이지).pdf","C:\antigravity\audit_files\학교법인+성지학원+및+부산외국어대학교+종합감사+결과+공개(홈페이지).pdf","부산외국어대학교","학교법인","종합감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:40:39.735Z","872757"
"58","학교법인+송곡학원+및+송곡대학교+회계부분감사+결과.pdf","C:\antigravity\audit_files\학교법인+송곡학원+및+송곡대학교+회계부분감사+결과.pdf","송곡대학교","학교법인","회계부분감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:42:15.958Z","609938"
"59","학교법인+수원인제학원+및+수원여자대학교+종합감사+결과+보고서.pdf","C:\antigravity\audit_files\학교법인+수원인제학원+및+수원여자대학교+종합감사+결과+보고서.pdf","수원여자대학교","학교법인","종합감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:32:36.984Z","1113602"
"60","학교법인+숙명학원+및+숙명여자대학교+회계부분감사+결과.pdf","C:\antigravity\audit_files\학교법인+숙명학원+및+숙명여자대학교+회계부분감사+결과.pdf","숙명여자대학교","학교법인","회계부분감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:43:47.080Z","225629"
"61","학교법인+순효학원+및+신안산대학교+회계부분감사+결과.pdf","C:\antigravity\audit_files\학교법인+순효학원+및+신안산대학교+회계부분감사+결과.pdf","신안산대학교","학교법인","회계부분감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:49:11.706Z","201431"
"62","학교법인+신동아학원+및+전주비전대학교+회계부분감사+결과.pdf","C:\antigravity\audit_files\학교법인+신동아학원+및+전주비전대학교+회계부분감사+결과.pdf","전주비전대학교","학교법인","회계부분감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:48:08.963Z","175666"
"63","학교법인+아세아연합신학대학원+및++아세아연합신학대학교+회계부분+감사+결과.pdf","C:\antigravity\audit_files\학교법인+아세아연합신학대학원+및++아세아연합신학대학교+회계부분+감사+결과.pdf","아세아연합신학대학교","학교법인","회계부분감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-23T04:43:51.798Z","147458"
"64","학교법인+연세대학교+및+연세대학교+종합감사+결과+공개(홈페이지).pdf","C:\antigravity\audit_files\학교법인+연세대학교+및+연세대학교+종합감사+결과+공개(홈페이지).pdf","연세대학교","학교법인","종합감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:40:04.911Z","2766572"
"65","학교법인+열린학원+및+한국열린사이버대학교+회계부분감사+결과.pdf","C:\antigravity\audit_files\학교법인+열린학원+및+한국열린사이버대학교+회계부분감사+결과.pdf","한국열린사이버대학교","학교법인","회계부분감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-23T04:43:40.598Z","173046"
"66","학교법인+영광학원+및+대구대학교+회계부분+감사+결과.pdf","C:\antigravity\audit_files\학교법인+영광학원+및+대구대학교+회계부분+감사+결과.pdf","대구대학교","학교법인","회계부분감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:43:33.346Z","265367"
"67","학교법인+영신학원+및+세한대학교+회계부분감사+결과.pdf","C:\antigravity\audit_files\학교법인+영신학원+및+세한대학교+회계부분감사+결과.pdf","세한대학교","학교법인","회계부분감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-23T04:43:28.730Z","358890"
"68","학교법인+예원예술대학교+및+예원예술대학교+회계부분감사+결과.pdf","C:\antigravity\audit_files\학교법인+예원예술대학교+및+예원예술대학교+회계부분감사+결과.pdf","예원예술대학교","학교법인","회계부분감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-23T04:43:16.705Z","249405"
"69","학교법인+우송학원+및+우송대학교+회계부분감사+결과.pdf","C:\antigravity\audit_files\학교법인+우송학원+및+우송대학교+회계부분감사+결과.pdf","우송대학교","학교법인","회계부분감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:49:26.902Z","211927"
"70","학교법인+우암학원+및+남부대학교+회계부분+감사+결과.pdf","C:\antigravity\audit_files\학교법인+우암학원+및+남부대학교+회계부분+감사+결과.pdf","남부대학교","학교법인","회계부분감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-23T04:43:04.123Z","205406"
"71","학교법인+우암학원+및+전남과학대학교+재무감사+결과+보고서(공개본).pdf","C:\antigravity\audit_files\학교법인+우암학원+및+전남과학대학교+재무감사+결과+보고서(공개본).pdf","전남과학대학교","학교법인","재무감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:34:29.102Z","912571"
"72","학교법인+웅지학원+및+웅지세무대학교+종합감사+결과+보고서.hwpx.pdf","C:\antigravity\audit_files\학교법인+웅지학원+및+웅지세무대학교+종합감사+결과+보고서.hwpx.pdf","웅지세무대학교","학교법인","종합감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:33:47.763Z","1187163"
"73","학교법인+원광학원+및+원광대학교+재무감사+결과+보고서(배포판).pdf","C:\antigravity\audit_files\학교법인+원광학원+및+원광대학교+재무감사+결과+보고서(배포판).pdf","원광대학교","학교법인","재무감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-23T06:25:06.703Z","589692"
"74","학교법인+원석학원+및+경주대학교+종합감사+홈페이지+공개.pdf","C:\antigravity\audit_files\학교법인+원석학원+및+경주대학교+종합감사+홈페이지+공개.pdf","경주대학교","학교법인","종합감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:45:21.263Z","564195"
"75","학교법인+유한학원+및++유한대학교+회계부분+감사+결과.pdf","C:\antigravity\audit_files\학교법인+유한학원+및++유한대학교+회계부분+감사+결과.pdf","유한대학교","학교법인","회계부분감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-23T04:37:14.143Z","160767"
"76","학교법인+인산교육재단+및+선린대학교+종합감사+결과+전문+공개(홈페이지).pdf","C:\antigravity\audit_files\학교법인+인산교육재단+및+선린대학교+종합감사+결과+전문+공개(홈페이지).pdf","선린대학교","학교법인","종합감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:40:49.034Z","719821"
"77","학교법인+일송학원+및+한림성심대학교+회계부분감사+결과.pdf","C:\antigravity\audit_files\학교법인+일송학원+및+한림성심대학교+회계부분감사+결과.pdf","한림성심대학교","학교법인","회계부분감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:46:50.669Z","204503"
"78","학교법인+일청학원+및+경일대학교+종합감사+결과.pdf","C:\antigravity\audit_files\학교법인+일청학원+및+경일대학교+종합감사+결과.pdf","경일대학교","학교법인","종합감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-23T04:37:01.344Z","339241"
"79","학교법인+중부학원+및+중부대학교+종합감사+결과.pdf","C:\antigravity\audit_files\학교법인+중부학원+및+중부대학교+종합감사+결과.pdf","중부대학교","학교법인","종합감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:38:31.800Z","1417989"
"80","학교법인+중앙대학교+및+중앙대학교+재무감사+결과+보고서(공개본)_★.pdf","C:\antigravity\audit_files\학교법인+중앙대학교+및+중앙대학교+재무감사+결과+보고서(공개본)_★.pdf","중앙대학교","학교법인","재무감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:34:19.777Z","775257"
"81","학교법인+창성학원+및+대덕대학교+회계부분감사+결과.pdf","C:\antigravity\audit_files\학교법인+창성학원+및+대덕대학교+회계부분감사+결과.pdf","대덕대학교","학교법인","회계부분감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:49:49.635Z","172397"
"82","학교법인+창신대학교+및+창신대학교+회계부분감사+결과.pdf","C:\antigravity\audit_files\학교법인+창신대학교+및+창신대학교+회계부분감사+결과.pdf","창신대학교","학교법인","회계부분감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-23T04:36:20.808Z","186296"
"83","학교법인+청운학원+및+대전보건대학교+종합감사+결과(홈페이지).pdf","C:\antigravity\audit_files\학교법인+청운학원+및+대전보건대학교+종합감사+결과(홈페이지).pdf","대전보건대학교","학교법인","종합감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:42:06.228Z","1417099"
"84","학교법인+한국복음주의학원+및+성서대학교+회계부분감사+결과.pdf","C:\antigravity\audit_files\학교법인+한국복음주의학원+및+성서대학교+회계부분감사+결과.pdf","성서대학교","학교법인","회계부분감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-23T04:36:03.482Z","509420"
"85","학교법인+한성학원+및+한성대학교+회계부분감사+결과.pdf","C:\antigravity\audit_files\학교법인+한성학원+및+한성대학교+회계부분감사+결과.pdf","한성대학교","학교법인","회계부분감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:43:37.793Z","445705"
"86","학교법인+함주학원+및+한서대학교+회계부분감사+결과.pdf","C:\antigravity\audit_files\학교법인+함주학원+및+한서대학교+회계부분감사+결과.pdf","한서대학교","학교법인","회계부분감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:38:07.012Z","814889"
"87","학교법인+홍익학원+및+홍익대학교+종합감사+결과+전문공개(홈페이지).pdf","C:\antigravity\audit_files\학교법인+홍익학원+및+홍익대학교+종합감사+결과+전문공개(홈페이지).pdf","홍익대학교","학교법인","종합감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:39:59.295Z","1517108"
"88","학교법인+횃불학원+및+횃불트리니티신학대학원대학교++회계부분감사+결과.pdf","C:\antigravity\audit_files\학교법인+횃불학원+및+횃불트리니티신학대학원대학교++회계부분감사+결과.pdf","횃불트리니티신학대학원대학교","학교법인","회계부분감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-23T04:35:41.655Z","200589"
"89","학교법인+후성학원+및+동강대학교+재무감사+결과(공개용).pdf","C:\antigravity\audit_files\학교법인+후성학원+및+동강대학교+재무감사+결과(공개용).pdf","동강대학교","학교법인","재무감사","OCR 실패: Upstage 오류(401): {""error"":{""message"":""API key suspended due to insufficient credit. Register your payment method at https://console.upstage.ai/billing to continue."",""type"":""invalid_request_error"",""param"":"""",""code"":""api_key_is_not_allowed""}}","2026-04-10T06:35:28.430Z","410487"
